date,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2021-03-21,40,61,3,1,10256,57,77,Sunday
2021-03-22,19,57,21,0,10263,45,79,Monday
2021-03-23,27,65,2,0,10257,18,83,Tuesday
2021-03-24,26,67,105,0,10233,2,80,Wednesday
2021-03-25,30,82,54,1,10201,6,76,Thursday
2021-03-26,50,97,66,17,10181,59,71,Friday
2021-03-27,50,69,67,14,10257,66,69,Saturday
2021-03-28,56,97,14,-1,10258,68,71,Sunday
2021-03-29,47,123,105,0,10301,72,62,Monday
2021-03-30,20,113,117,0,10316,57,67,Tuesday
2021-03-31,18,138,114,0,10245,56,63,Wednesday
2021-04-01,38,96,105,0,10268,42,73,Thursday
2021-04-02,35,53,7,-1,10277,40,79,Friday
2021-04-03,42,72,48,0,10295,61,66,Saturday
2021-04-04,32,63,27,0,10279,62,73,Sunday
2021-04-05,60,42,65,16,10140,33,72,Monday
2021-04-06,43,25,63,26,10140,50,76,Tuesday
2021-04-07,45,34,40,113,10225,14,81,Wednesday
2021-04-08,39,55,48,-1,10233,70,63,Thursday
2021-04-09,40,78,68,0,10153,68,71,Friday
2021-04-10,45,50,2,114,10147,42,86,Saturday
2021-04-11,41,42,37,12,10224,44,78,Sunday
2021-04-12,30,35,90,7,10309,63,77,Monday
2021-04-13,21,42,79,-1,10333,10,68,Tuesday
2021-04-14,26,45,61,9,10324,56,73,Wednesday
2021-04-15,26,53,59,13,10319,35,70,Thursday
2021-04-16,35,65,117,0,10302,65,64,Friday
2021-04-17,32,71,122,0,10283,62,68,Saturday
2021-04-18,22,84,91,0,10239,0,75,Sunday
2021-04-19,20,88,32,-1,10215,1,83,Monday
2021-04-20,17,109,73,0,10188,2,69,Tuesday
2021-04-21,40,81,105,0,10243,22,73,Wednesday
2021-04-22,28,67,86,0,10288,8,66,Thursday
2021-04-23,28,71,132,0,10306,3,70,Friday
2021-04-24,34,76,93,0,10292,50,65,Saturday
2021-04-25,35,71,59,0,10289,74,63,Sunday
2021-04-26,37,73,133,0,10251,70,63,Monday
2021-04-27,31,92,121,0,10143,70,50,Tuesday
2021-04-28,40,108,70,0,10074,75,50,Wednesday
2021-04-29,42,77,0,54,10114,56,82,Thursday
2021-04-30,20,78,15,83,10145,36,88,Friday
2021-05-01,28,77,113,-1,10158,13,74,Saturday
2021-05-02,31,68,81,-1,10212,65,71,Sunday
2021-05-03,48,99,25,2,10206,59,62,Monday
2021-05-04,77,90,25,67,10000,58,77,Tuesday
2021-05-05,47,71,90,42,10092,59,74,Wednesday
2021-05-06,21,59,51,42,10079,25,83,Thursday
2021-05-07,28,65,116,15,10184,20,75,Friday
2021-05-08,42,104,16,25,10172,56,78,Saturday
2021-05-09,38,185,74,15,10048,70,68,Sunday
2021-05-10,37,159,40,14,10085,59,74,Monday
2021-05-11,12,136,4,10,10104,48,83,Tuesday
2021-05-12,23,115,69,19,10114,15,78,Wednesday
2021-05-13,20,121,75,87,10097,1,80,Thursday
2021-05-14,18,111,40,1,10086,19,82,Friday
2021-05-15,18,106,9,32,10069,18,86,Saturday
2021-05-16,30,114,58,75,10007,57,83,Sunday
2021-05-17,29,111,27,112,10095,50,86,Monday
2021-05-18,24,113,92,8,10154,6,77,Tuesday
2021-05-19,20,104,37,82,10201,4,88,Wednesday
2021-05-20,36,122,36,-1,10209,0,74,Thursday
2021-05-21,83,132,95,1,10057,65,60,Friday
2021-05-22,47,105,13,70,10088,56,84,Saturday
2021-05-23,38,117,31,9,10134,41,72,Sunday
2021-05-24,38,112,14,162,10081,57,83,Monday
2021-05-25,40,102,45,29,10133,62,83,Tuesday
2021-05-26,43,108,40,84,10138,45,83,Wednesday
2021-05-27,36,105,10,41,10237,45,86,Thursday
2021-05-28,18,126,122,0,10256,1,72,Friday
2021-05-29,28,125,141,0,10288,46,77,Saturday
2021-05-30,31,149,150,0,10289,63,70,Sunday
2021-05-31,25,167,151,0,10249,56,64,Monday
2021-06-01,30,185,152,0,10192,65,51,Tuesday
2021-06-02,22,210,154,0,10154,69,56,Wednesday
2021-06-03,26,207,78,0,10207,64,73,Thursday
2021-06-04,21,200,90,12,10215,22,74,Friday
2021-06-05,27,157,0,-1,10237,21,89,Saturday
2021-06-06,30,165,123,0,10248,47,66,Sunday
2021-06-07,27,168,152,0,10249,30,67,Monday
2021-06-08,20,191,152,0,10243,34,62,Tuesday
2021-06-09,17,190,138,0,10222,3,68,Wednesday
2021-06-10,20,193,143,0,10215,15,67,Thursday
2021-06-11,25,186,73,0,10201,1,81,Friday
2021-06-12,34,167,89,-1,10268,60,69,Saturday
2021-06-13,15,166,153,0,10289,32,66,Sunday
2021-06-14,25,203,148,0,10235,65,61,Monday
2021-06-15,24,183,110,0,10224,70,61,Tuesday
2021-06-16,19,216,150,0,10178,64,65,Wednesday
2021-06-17,31,240,107,0,10142,61,67,Thursday
2021-06-18,31,224,74,178,10149,24,82,Friday
2021-06-19,32,181,18,90,10154,37,85,Saturday
2021-06-20,30,186,46,7,10088,35,82,Sunday
2021-06-21,38,140,2,108,10159,60,88,Monday
2021-06-22,38,145,49,5,10209,65,71,Tuesday
2021-06-23,25,146,10,7,10223,56,74,Wednesday
2021-06-24,20,150,25,0,10222,20,73,Thursday
2021-06-25,25,148,4,13,10191,4,87,Friday
2021-06-26,24,198,81,0,10192,14,77,Saturday
2021-06-27,36,208,60,68,10178,50,76,Sunday
2021-06-28,14,203,46,-1,10141,3,86,Monday
2021-06-29,26,173,3,12,10124,31,91,Tuesday
2021-06-30,28,140,0,26,10145,29,93,Wednesday
2021-07-01,31,150,5,6,10165,27,84,Thursday
2021-07-02,18,166,29,2,10176,27,84,Friday
2021-07-03,21,184,40,77,10168,2,83,Saturday
2021-07-04,15,181,37,57,10116,1,86,Sunday
2021-07-05,28,167,33,47,10085,50,87,Monday
2021-07-06,53,180,51,5,10110,64,72,Tuesday
2021-07-07,28,172,58,0,10188,59,76,Wednesday
2021-07-08,18,181,67,0,10224,6,74,Thursday
2021-07-09,19,176,116,0,10221,15,78,Friday
2021-07-10,15,184,37,-1,10194,2,78,Saturday
2021-07-11,18,188,58,-1,10169,39,81,Sunday
2021-07-12,21,197,51,-1,10140,4,78,Monday
2021-07-13,29,188,0,5,10118,22,91,Tuesday
2021-07-14,41,188,15,12,10127,25,90,Wednesday
2021-07-15,46,178,0,63,10207,31,91,Thursday
2021-07-16,34,180,74,-1,10257,63,74,Friday
2021-07-17,33,200,139,0,10269,56,73,Saturday
2021-07-18,27,202,150,0,10250,2,74,Sunday
2021-07-19,20,174,85,0,10232,3,75,Monday
2021-07-20,18,172,136,0,10226,10,71,Tuesday
2021-07-21,17,194,118,0,10241,4,69,Wednesday
2021-07-22,29,183,130,0,10235,33,71,Thursday
2021-07-23,26,170,58,0,10210,58,77,Friday
2021-07-24,21,182,26,1,10130,12,84,Saturday
2021-07-25,20,197,87,190,10092,1,84,Sunday
2021-07-26,23,183,45,201,10110,1,90,Monday
2021-07-27,27,176,19,151,10111,13,89,Tuesday
2021-07-28,46,176,40,33,10090,56,80,Wednesday
2021-07-29,50,173,129,9,10110,59,66,Thursday
2021-07-30,40,170,48,40,10098,39,76,Friday
2021-07-31,39,164,61,86,10095,9,86,Saturday
2021-08-01,28,160,35,23,10128,44,86,Sunday
2021-08-02,18,153,73,-1,10154,65,75,Monday
2021-08-03,15,143,18,64,10145,4,85,Tuesday
2021-08-04,15,161,67,6,10144,3,81,Wednesday
2021-08-05,17,183,70,0,10115,2,77,Thursday
2021-08-06,46,188,63,21,10036,68,75,Friday
2021-08-07,38,170,62,77,10034,59,80,Saturday
2021-08-08,52,163,43,84,10123,50,82,Sunday
2021-08-09,35,166,51,121,10151,65,81,Monday
2021-08-10,28,168,102,19,10180,3,80,Tuesday
2021-08-11,19,174,124,0,10199,3,77,Wednesday
2021-08-12,21,190,87,-1,10198,4,78,Thursday
2021-08-13,31,177,53,0,10222,8,77,Friday
2021-08-14,26,176,71,0,10212,48,80,Saturday
2021-08-15,33,191,76,0,10166,57,76,Sunday
2021-08-16,44,159,46,65,10173,57,75,Monday
2021-08-17,27,147,2,47,10172,46,89,Tuesday
2021-08-18,25,168,1,16,10156,57,85,Wednesday
2021-08-19,27,165,0,4,10147,22,87,Thursday
2021-08-20,22,175,43,-1,10184,1,85,Friday
2021-08-21,18,187,38,119,10183,1,84,Saturday
2021-08-22,31,179,10,188,10193,21,92,Sunday
2021-08-23,38,182,80,-1,10279,38,77,Monday
2021-08-24,34,171,108,0,10294,44,81,Tuesday
2021-08-25,25,162,84,2,10267,1,84,Wednesday
2021-08-26,34,163,49,5,10182,62,76,Thursday
2021-08-27,35,158,69,19,10201,61,82,Friday
2021-08-28,38,170,45,27,10224,65,80,Saturday
2021-08-29,33,162,0,11,10215,38,90,Sunday
2021-08-30,35,176,39,0,10240,59,84,Monday
2021-08-31,29,163,42,0,10282,1,83,Tuesday
2021-09-01,18,165,2,0,10295,65,76,Wednesday
2021-09-02,19,163,56,0,10285,58,76,Thursday
2021-09-03,27,164,110,0,10242,41,83,Friday
2021-09-04,29,154,82,0,10203,56,82,Saturday
2021-09-05,19,156,123,0,10232,4,79,Sunday
2021-09-06,12,165,92,0,10251,6,78,Monday
2021-09-07,16,183,80,0,10246,29,79,Tuesday
2021-09-08,25,194,122,0,10197,57,74,Wednesday
2021-09-09,23,197,99,0,10109,56,80,Thursday
2021-09-10,24,195,20,63,10144,11,90,Friday
2021-09-11,31,183,13,10,10175,58,87,Saturday
2021-09-12,23,159,39,0,10194,3,84,Sunday
2021-09-13,16,145,21,0,10202,3,87,Monday
2021-09-14,24,173,49,10,10166,1,86,Tuesday
2021-09-15,22,168,3,-1,10149,0,87,Wednesday
2021-09-16,26,162,82,-1,10179,5,79,Thursday
2021-09-17,14,159,39,0,10174,2,87,Friday
2021-09-18,17,153,73,0,10176,11,82,Saturday
2021-09-19,32,154,69,0,10181,57,80,Sunday
2021-09-20,30,119,82,0,10278,57,75,Monday
2021-09-21,13,118,98,0,10309,1,76,Tuesday
2021-09-22,21,132,92,0,10298,0,80,Wednesday
2021-09-23,37,158,35,-1,10220,45,80,Thursday
2021-09-24,38,179,53,0,10166,13,79,Friday
2021-09-25,21,169,30,0,10164,17,87,Saturday
2021-09-26,24,177,51,0,10151,30,84,Sunday
2021-09-27,37,154,20,49,10204,46,87,Monday
2021-09-28,32,140,99,0,10225,63,78,Tuesday
2021-09-29,38,118,17,146,10226,64,84,Wednesday
2021-09-30,45,123,31,-1,10246,70,73,Thursday
2021-10-01,49,135,3,62,10171,50,81,Friday
2021-10-02,46,144,25,71,10111,35,87,Saturday
2021-10-03,33,129,12,215,10101,36,91,Sunday
2021-10-04,45,135,87,0,10139,65,77,Monday
2021-10-05,48,127,57,50,10105,58,82,Tuesday
2021-10-06,32,123,26,252,10229,2,91,Wednesday
2021-10-07,18,105,90,0,10307,1,94,Thursday
2021-10-08,18,107,85,0,10320,0,88,Friday
2021-10-09,19,98,101,0,10303,2,90,Saturday
2021-10-10,11,102,57,9,10280,1,91,Sunday
2021-10-11,21,118,43,1,10273,7,85,Monday
2021-10-12,26,101,46,75,10241,50,88,Tuesday
2021-10-13,23,101,23,-1,10263,12,83,Wednesday
2021-10-14,36,137,11,4,10250,34,87,Thursday
2021-10-15,27,105,66,33,10223,22,84,Friday
2021-10-16,20,103,37,0,10225,63,78,Saturday
2021-10-17,28,113,14,-1,10215,69,73,Sunday
2021-10-18,28,115,32,-1,10223,59,83,Monday
2021-10-19,44,163,18,12,10178,17,92,Tuesday
2021-10-20,53,156,11,144,10085,60,83,Wednesday
2021-10-21,45,100,36,145,10137,59,80,Thursday
2021-10-22,36,84,26,41,10242,9,84,Friday
2021-10-23,19,73,0,0,10275,3,92,Saturday
2021-10-24,29,79,90,0,10266,50,84,Sunday
2021-10-25,32,107,0,14,10181,22,91,Monday
2021-10-26,40,126,25,5,10206,40,89,Tuesday
2021-10-27,43,134,40,0,10223,58,86,Wednesday
2021-10-28,36,114,87,0,10191,57,83,Thursday
2021-10-29,48,131,57,-1,10087,65,78,Friday
2021-10-30,40,120,0,159,10052,37,94,Saturday
2021-10-31,41,115,18,155,10056,50,90,Sunday
2021-11-01,50,94,51,8,9989,65,84,Monday
2021-11-02,25,70,0,5,10010,4,93,Tuesday
2021-11-03,10,50,17,0,10041,0,98,Wednesday
2021-11-04,12,58,25,18,10153,0,96,Thursday
2021-11-05,24,77,55,-1,10271,3,86,Friday
2021-11-06,52,97,0,15,10270,31,87,Saturday
2021-11-07,37,99,51,19,10196,57,79,Sunday
2021-11-08,21,81,20,2,10249,17,87,Monday
2021-11-09,29,82,7,0,10262,46,87,Tuesday
2021-11-10,18,89,0,0,10246,58,82,Wednesday
2021-11-11,22,97,5,1,10246,41,88,Thursday
2021-11-12,36,74,18,2,10218,8,89,Friday
2021-11-13,19,109,6,114,10172,17,96,Saturday
2021-11-14,23,97,0,0,10276,22,90,Sunday
2021-11-15,27,66,0,0,10274,50,88,Monday
2021-11-16,18,51,0,-1,10254,13,89,Tuesday
2021-11-17,30,82,30,9,10257,25,87,Wednesday
2021-11-18,38,100,40,0,10282,58,87,Thursday
2021-11-19,33,119,14,0,10295,56,88,Friday
2021-11-20,33,101,0,17,10284,20,89,Saturday
2021-11-21,28,80,62,34,10205,32,85,Sunday
2021-11-22,18,36,75,0,10311,58,85,Monday
2021-11-23,13,64,16,14,10309,2,95,Tuesday
2021-11-24,20,61,8,0,10279,4,95,Wednesday
2021-11-25,20,55,15,16,10136,17,89,Thursday
2021-11-26,41,44,6,98,10060,10,90,Friday
2021-11-27,29,30,0,180,9942,30,93,Saturday
2021-11-28,17,22,13,5,10035,7,94,Sunday
2021-11-29,30,43,50,11,10117,61,85,Monday
2021-11-30,44,86,0,197,10082,20,96,Tuesday
2021-12-01,60,80,4,65,9985,36,84,Wednesday
2021-12-02,24,23,29,53,10102,57,90,Thursday
2021-12-03,53,35,0,1,10101,35,90,Friday
2021-12-04,28,49,0,42,9991,2,95,Saturday
2021-12-05,28,43,0,-1,10119,50,90,Sunday
2021-12-06,35,30,0,75,10144,26,93,Monday
2021-12-07,46,40,57,47,10086,45,87,Tuesday
2021-12-08,50,51,31,2,10007,60,84,Wednesday
2021-12-09,36,36,0,-1,10026,56,91,Thursday
2021-12-10,34,30,0,1,10053,7,87,Friday
2021-12-11,24,43,49,11,10197,22,92,Saturday
2021-12-12,44,89,0,37,10240,16,97,Sunday
2021-12-13,35,97,0,0,10265,60,88,Monday
2021-12-14,38,90,0,5,10282,23,94,Tuesday
2021-12-15,35,98,0,0,10336,11,93,Wednesday
2021-12-16,13,65,68,0,10402,0,96,Thursday
2021-12-17,15,77,0,-1,10413,21,95,Friday
2021-12-18,18,62,0,1,10405,5,98,Saturday
2021-12-19,24,68,2,3,10362,8,95,Sunday
2021-12-20,14,35,15,-1,10290,14,83,Monday
2021-12-21,12,-22,66,0,10280,27,91,Tuesday
2021-12-22,23,-24,62,0,10262,50,91,Wednesday
2021-12-23,42,23,7,14,10158,11,89,Thursday
2021-12-24,36,78,0,55,10060,20,95,Friday
2021-12-25,52,-10,63,-1,10105,50,73,Saturday
2021-12-26,35,-10,24,-1,10088,43,74,Sunday
2021-12-27,33,56,10,12,10015,2,97,Monday
2021-12-28,45,88,12,58,9996,27,95,Tuesday
2021-12-29,37,95,0,50,10097,27,95,Wednesday
2021-12-30,64,129,0,16,10166,39,91,Thursday
2021-12-31,55,128,4,-1,10225,37,85,Friday
2022-01-01,40,123,17,3,10228,26,87,Saturday
2022-01-02,62,117,10,132,10165,59,84,Sunday
2022-01-03,55,97,23,-1,10106,59,85,Monday
2022-01-04,33,65,9,3,10003,61,85,Tuesday
2022-01-05,45,51,5,54,10148,56,81,Wednesday
2022-01-06,34,37,51,-1,10191,61,82,Thursday
2022-01-07,44,37,15,33,10120,58,86,Friday
2022-01-08,43,29,0,147,10106,56,93,Saturday
2022-01-09,35,46,43,25,10102,19,84,Sunday
2022-01-10,22,17,37,0,10299,2,94,Monday
2022-01-11,30,23,25,6,10354,10,88,Tuesday
2022-01-12,18,40,2,2,10413,1,97,Wednesday
2022-01-13,30,43,0,0,10412,2,99,Thursday
2022-01-14,15,46,0,0,10370,3,97,Friday
2022-01-15,31,23,0,-1,10326,3,98,Saturday
2022-01-16,34,53,0,-1,10305,3,91,Sunday
2022-01-17,29,64,10,0,10379,4,87,Monday
2022-01-18,15,34,0,0,10394,1,98,Tuesday
2022-01-19,29,36,0,8,10317,1,92,Wednesday
2022-01-20,35,35,30,18,10338,56,80,Thursday
2022-01-21,26,41,15,-1,10349,60,88,Friday
2022-01-22,23,64,0,-1,10352,56,88,Saturday
2022-01-23,15,61,0,-1,10366,36,90,Sunday
2022-01-24,17,45,0,0,10350,59,77,Monday
2022-01-25,14,30,0,0,10352,49,81,Tuesday
2022-01-26,35,42,0,0,10332,25,83,Wednesday
2022-01-27,50,70,2,35,10295,34,84,Thursday
2022-01-28,37,66,60,0,10351,56,80,Friday
2022-01-29,58,91,20,5,10270,18,83,Saturday
2022-01-30,36,60,60,-1,10306,60,69,Sunday
2022-01-31,71,57,0,102,10212,48,80,Monday
2022-02-01,52,74,0,35,10208,22,83,Tuesday
2022-02-02,37,87,58,5,10210,24,83,Wednesday
2022-02-03,46,76,0,7,10198,24,90,Thursday
2022-02-04,56,67,2,61,10147,57,82,Friday
2022-02-05,58,64,52,96,10193,57,79,Saturday
2022-02-06,70,74,8,249,10088,56,84,Sunday
2022-02-07,49,63,79,6,10263,56,73,Monday
2022-02-08,54,100,19,1,10264,40,80,Tuesday
2022-02-09,47,89,2,8,10255,20,91,Wednesday
2022-02-10,30,68,20,17,10212,21,81,Thursday
2022-02-11,36,38,55,17,10342,58,75,Friday
2022-02-12,40,26,84,0,10329,59,72,Saturday
2022-02-13,58,61,47,0,10171,75,68,Sunday
2022-02-14,63,90,34,19,10060,65,75,Monday
2022-02-15,53,75,40,68,10104,40,85,Tuesday
2022-02-16,79,111,0,103,10014,28,89,Wednesday
2022-02-17,73,90,54,4,10101,62,66,Thursday
2022-02-18,87,84,16,27,10095,36,75,Friday
2022-02-19,71,61,25,84,10126,57,70,Saturday
2022-02-20,80,82,0,342,10106,40,88,Sunday
2022-02-21,75,65,9,95,10167,50,74,Monday
2022-02-22,47,71,3,43,10212,40,85,Tuesday
2022-02-23,47,80,87,0,10249,66,71,Wednesday
2022-02-24,57,62,16,27,10150,58,74,Thursday
2022-02-25,40,47,50,18,10320,44,80,Friday
2022-02-26,23,22,97,0,10355,1,86,Saturday
2022-02-27,48,42,99,0,10328,62,67,Sunday
2022-02-28,38,45,100,0,10311,72,63,Monday
2022-03-01,21,52,5,3,10287,62,70,Tuesday
2022-03-02,29,56,99,0,10269,57,65,Wednesday
2022-03-03,36,50,100,0,10205,64,56,Thursday
2022-03-04,32,42,101,0,10216,63,62,Friday
2022-03-05,27,26,100,0,10245,57,72,Saturday
2022-03-06,41,24,100,0,10285,62,70,Sunday
2022-03-07,33,23,101,0,10289,61,71,Monday
2022-03-08,50,49,103,0,10240,75,51,Tuesday
2022-03-09,33,61,105,0,10232,66,53,Wednesday
2022-03-10,38,85,103,0,10240,67,51,Thursday
2022-03-11,62,101,97,0,10179,70,45,Friday
2022-03-12,44,112,58,-1,10167,75,61,Saturday
2022-03-13,43,121,72,-1,10164,73,58,Sunday
2022-03-14,32,90,50,-1,10284,49,80,Monday
2022-03-15,20,74,51,0,10279,3,82,Tuesday
2022-03-16,48,91,56,-1,10247,7,74,Wednesday
2022-03-17,34,76,72,4,10393,34,74,Thursday
2022-03-18,27,78,110,0,10450,50,72,Friday
2022-03-19,55,88,110,0,10449,65,56,Saturday
2022-03-20,43,45,24,-1,10341,40,70,Sunday
2022-03-21,20,77,111,0,10315,38,69,Monday
2022-03-22,19,103,98,0,10320,50,69,Tuesday
2022-03-23,18,98,113,0,10315,43,62,Wednesday
2022-03-24,17,94,105,0,10304,15,67,Thursday
2022-03-25,26,86,113,0,10322,6,68,Friday
2022-03-26,30,104,115,0,10335,37,70,Saturday
2022-03-27,30,103,108,0,10328,57,67,Sunday
2022-03-28,23,83,90,0,10274,3,82,Monday
2022-03-29,30,82,57,0,10170,2,80,Tuesday
2022-03-30,31,60,65,7,10087,40,74,Wednesday
2022-03-31,42,19,0,128,10047,6,92,Thursday
2022-04-01,60,21,39,49,10163,9,76,Friday
2022-04-02,35,24,53,-1,10239,65,63,Saturday
2022-04-03,27,30,70,-1,10240,65,77,Sunday
2022-04-04,63,71,0,207,10173,21,89,Monday
2022-04-05,42,100,1,32,10058,28,89,Tuesday
2022-04-06,69,97,0,34,10029,36,84,Wednesday
2022-04-07,80,80,27,192,9966,48,79,Thursday
2022-04-08,35,63,40,4,10036,69,73,Friday
2022-04-09,41,58,70,54,10180,50,73,Saturday
2022-04-10,22,62,90,-1,10214,65,68,Sunday
2022-04-11,38,91,120,0,10190,65,61,Monday
2022-04-12,34,138,88,0,10114,65,61,Tuesday
2022-04-13,22,131,26,1,10202,50,81,Wednesday
2022-04-14,23,121,113,0,10252,1,77,Thursday
2022-04-15,29,98,25,0,10312,38,79,Friday
2022-04-16,38,105,128,0,10333,58,62,Saturday
2022-04-17,34,108,132,0,10305,75,51,Sunday
2022-04-18,23,120,119,0,10201,65,54,Monday
2022-04-19,32,123,130,0,10168,57,59,Tuesday
2022-04-20,42,122,129,0,10179,75,56,Wednesday
2022-04-21,43,126,121,0,10148,70,58,Thursday
2022-04-22,55,131,97,0,10101,69,63,Friday
2022-04-23,62,136,110,0,10061,64,60,Saturday
2022-04-24,49,120,129,0,10098,70,61,Sunday
2022-04-25,31,86,2,38,10167,56,82,Monday
2022-04-26,39,92,97,-1,10241,13,69,Tuesday
2022-04-27,20,75,93,0,10295,3,74,Wednesday
2022-04-28,32,88,126,0,10320,50,71,Thursday
2022-04-29,40,88,56,0,10308,69,72,Friday
2022-04-30,20,79,19,0,10295,18,78,Saturday
2022-05-01,16,91,93,0,10251,1,69,Sunday
2022-05-02,24,108,137,0,10216,57,63,Monday
2022-05-03,25,97,39,0,10204,8,78,Tuesday
2022-05-04,16,103,123,0,10203,50,70,Wednesday
2022-05-05,17,121,36,0,10256,6,77,Thursday
2022-05-06,16,137,69,0,10265,1,79,Friday
2022-05-07,30,147,75,0,10275,58,75,Saturday
2022-05-08,35,119,142,0,10295,64,65,Sunday
2022-05-09,15,143,126,0,10279,61,64,Monday
2022-05-10,38,171,24,-1,10196,62,63,Tuesday
2022-05-11,50,164,91,20,10134,65,61,Wednesday
2022-05-12,36,142,124,0,10190,61,63,Thursday
2022-05-13,44,145,75,0,10203,66,64,Friday
2022-05-14,22,156,121,0,10218,59,66,Saturday
2022-05-15,32,183,144,0,10210,61,53,Sunday
2022-05-16,35,178,55,11,10196,70,70,Monday
2022-05-17,23,185,58,-1,10212,58,73,Tuesday
2022-05-18,22,192,96,0,10212,2,75,Wednesday
2022-05-19,22,169,49,226,10222,2,87,Thursday
2022-05-20,28,133,43,190,10220,1,87,Friday
2022-05-21,30,140,75,0,10214,3,76,Saturday
2022-05-22,22,156,135,0,10192,2,67,Sunday
2022-05-23,25,158,9,200,10073,47,83,Monday
2022-05-24,40,133,62,14,10117,40,78,Tuesday
2022-05-25,48,137,64,3,10163,5,78,Wednesday
2022-05-26,52,161,64,3,10209,56,73,Thursday
2022-05-27,42,138,100,3,10229,65,67,Friday
2022-05-28,35,119,106,2,10225,8,70,Saturday
2022-05-29,28,104,36,5,10179,47,79,Sunday
2022-05-30,14,104,47,0,10146,1,75,Monday
2022-05-31,20,119,50,36,10140,44,78,Tuesday
2022-06-01,34,126,110,10,10198,8,75,Wednesday
2022-06-02,21,137,135,0,10225,3,68,Thursday
2022-06-03,41,173,125,0,10204,70,59,Friday
2022-06-04,48,168,86,0,10213,70,68,Saturday
2022-06-05,32,164,3,259,10179,25,85,Sunday
2022-06-06,45,139,35,114,10141,45,88,Monday
2022-06-07,32,155,60,-1,10126,63,76,Tuesday
2022-06-08,31,156,20,96,10097,50,87,Wednesday
2022-06-09,32,164,127,11,10201,64,68,Thursday
2022-06-10,34,177,38,-1,10209,65,75,Friday
2022-06-11,33,179,143,0,10228,69,61,Saturday
2022-06-12,28,160,134,0,10229,60,69,Sunday
2022-06-13,28,144,107,-1,10247,61,68,Monday
2022-06-14,19,152,123,0,10245,3,65,Tuesday
2022-06-15,27,178,150,0,10200,65,61,Wednesday
2022-06-16,18,178,143,0,10240,65,62,Thursday
2022-06-17,30,221,120,0,10238,62,58,Friday
2022-06-18,35,212,125,0,10177,67,65,Saturday
2022-06-19,37,148,23,18,10150,59,73,Sunday
2022-06-20,28,150,107,0,10181,64,69,Monday
2022-06-21,17,157,107,0,10173,4,68,Tuesday
2022-06-22,28,186,155,0,10144,56,63,Wednesday
2022-06-23,29,228,142,-1,10126,62,65,Thursday
2022-06-24,21,190,35,201,10079,5,87,Friday
2022-06-25,23,184,47,52,10123,39,82,Saturday
2022-06-26,25,175,47,-1,10162,50,78,Sunday
2022-06-27,16,162,38,63,10203,39,84,Monday
2022-06-28,24,176,144,0,10217,65,67,Tuesday
2022-06-29,25,206,111,0,10161,63,65,Wednesday
2022-06-30,29,178,76,95,10149,59,79,Thursday
2022-07-01,39,162,107,0,10212,56,73,Friday
2022-07-02,28,181,106,-1,10221,62,64,Saturday
2022-07-03,25,167,101,6,10205,19,76,Sunday
2022-07-04,24,165,121,0,10215,3,72,Monday
2022-07-05,25,157,78,0,10258,3,68,Tuesday
2022-07-06,27,168,60,-1,10261,65,68,Wednesday
2022-07-07,41,164,29,6,10305,56,74,Thursday
2022-07-08,23,179,120,0,10317,64,72,Friday
2022-07-09,32,171,75,0,10285,8,73,Saturday
2022-07-10,28,173,35,0,10276,70,72,Sunday
2022-07-11,20,181,57,0,10248,6,79,Monday
2022-07-12,19,208,72,5,10250,2,69,Tuesday
2022-07-13,31,215,104,0,10220,65,67,Wednesday
2022-07-14,24,172,127,0,10229,3,67,Thursday
2022-07-15,24,170,108,0,10239,61,62,Friday
2022-07-16,31,172,146,0,10277,65,64,Saturday
2022-07-17,11,178,138,0,10283,25,65,Sunday
2022-07-18,15,223,131,0,10242,65,58,Monday
2022-07-19,26,269,147,0,10185,65,49,Tuesday
2022-07-20,32,237,107,3,10183,62,61,Wednesday
2022-07-21,28,177,3,80,10218,50,88,Thursday
2022-07-22,18,175,46,-1,10216,65,69,Friday
2022-07-23,13,183,134,0,10203,6,70,Saturday
2022-07-24,29,228,134,0,10188,35,63,Sunday
2022-07-25,39,210,42,-1,10126,65,69,Monday
2022-07-26,29,171,39,39,10205,56,73,Tuesday
2022-07-27,27,158,96,0,10213,14,66,Wednesday
2022-07-28,35,172,88,0,10204,75,58,Thursday
2022-07-29,26,189,110,0,10186,65,65,Friday
2022-07-30,20,192,77,-1,10194,17,68,Saturday
2022-07-31,31,191,2,19,10172,46,88,Sunday
2022-08-01,22,181,72,19,10195,50,75,Monday
2022-08-02,34,210,119,0,10185,65,66,Tuesday
2022-08-03,30,230,126,0,10151,65,70,Wednesday
2022-08-04,24,214,68,0,10162,65,71,Thursday
2022-08-05,30,174,86,0,10259,65,67,Friday
2022-08-06,19,157,136,0,10287,14,68,Saturday
2022-08-07,18,166,135,0,10269,10,68,Sunday
2022-08-08,21,173,91,0,10280,5,73,Monday
2022-08-09,34,194,137,0,10293,50,67,Tuesday
2022-08-10,30,223,140,0,10277,70,57,Wednesday
2022-08-11,29,240,139,0,10234,70,50,Thursday
2022-08-12,23,238,137,0,10203,70,52,Friday
2022-08-13,21,224,137,0,10173,65,55,Saturday
2022-08-14,21,240,116,0,10117,70,58,Sunday
2022-08-15,19,224,29,-1,10060,61,70,Monday
2022-08-16,20,211,68,0,10106,5,77,Tuesday
